역이름,역이력적용시작일자,역이력적용종료일자,화차배정우선순위,구내유효장,구내선로길이,지선유효장,지선선로거리,전용선유효장,전용선선로거리,총선수,유효장총계거리,선로전체거리,분기역여부,입환시작여부,원본사진명,사진설명,최초등록일시,최종변경일시
천안,2006-07-01,2007-10-31,4,817,11546,0,0,0,0,32,817,11546,Y,Y,천안 1.jpg,,2006-06-26 17:03,2007-10-16 09:31
천안,2007-11-01,2009-09-13,4,801,11420,0,0,0,0,39,853,12167,Y,Y,천안 1.jpg,,2007-10-16 09:31,2009-09-07 15:51
천안,2009-09-14,2009-09-30,4,801,11420,0,0,0,0,39,853,12167,Y,Y,천안 1.jpg,,2009-09-07 15:51,2009-09-29 15:02
천안,2009-10-01,,4,797,11371,0,0,0,0,41,849,12118,Y,Y,천안 1.jpg,,2009-09-29 15:02,2009-09-30 11:29
소정리,,2004-03-31,5,252,3569,0,0,73,1058,11,325,4627,N,Y,소정리 1.jpg,,1905-01-20 00:00,2004-03-31 15:28
소정리,2004-04-01,2006-06-30,5,252,3569,0,0,73,1058,11,325,4627,N,Y,소정리 1.jpg,,2004-03-31 15:28,2006-06-26 17:03
소정리,2006-07-01,2009-09-13,5,255,3595,0,0,72,1031,11,327,4626,N,Y,소정리 1.jpg,,2006-06-26 17:03,2009-09-07 15:51
소정리,2009-09-14,2017-07-04,5,248,3525,0,0,71,1022,11,319,4547,N,Y,소정리 1.jpg,,2009-09-07 15:51,2017-07-04 11:31
소정리,2017-07-05,,5,281,4000,0,0,38,547,11,319,4547,N,Y,소정리 1.jpg,,2017-07-04 11:31,2017-07-04 11:31
전의,,2004-03-31,6,214,3045,0,0,32,448,12,617,8693,N,N,전의 1.jpg,,1905-01-01 00:00,2004-03-31 15:28
전의,2004-04-01,2006-06-30,6,214,3045,0,0,32,448,12,617,8693,N,N,전의 1.jpg,,2004-03-31 15:28,2006-06-26 17:04
전의,2006-07-01,2009-09-13,6,207,2898,0,0,32,448,12,500,7006,N,N,전의 1.jpg,,2006-06-26 17:04,2009-09-07 15:52
전의,2009-09-14,2010-08-31,6,207,2898,0,0,32,448,12,500,7006,N,N,전의 1.jpg,,2009-09-07 15:52,2010-08-31 19:57
전의,2010-09-01,2017-07-04,6,194,2734,0,0,32,448,12,487,6842,N,N,전의 1.jpg,,2010-08-31 19:57,2017-07-04 11:32
전의,2017-07-05,,6,194,2734,0,0,32,448,12,487,6842,N,N,전의 1.jpg,,2017-07-04 11:32,2017-07-04 11:32
전동,,2004-03-31,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,1905-01-01 00:00,2004-03-31 15:28
전동,2004-04-01,2006-06-30,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,2004-03-31 15:28,2006-06-26 17:04
전동,2006-07-01,2008-03-10,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,2006-06-26 17:04,2008-03-10 14:41
전동,2008-03-11,2009-09-13,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,2008-03-10 14:41,2009-09-07 15:55
전동,2009-09-14,2017-07-04,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,2009-09-07 15:55,2017-07-04 11:32
전동,2017-07-05,,7,186,2636,,,,,5,186,2636,N,N,전동 1.jpg,,2017-07-04 11:32,2017-07-04 11:32
서창,,2004-03-31,0,328,4629,0,0,0,0,8,328,4629,Y,N,,,1978-04-28 00:00,2004-03-31 15:29
서창,2004-04-01,2006-06-30,0,328,4629,0,0,0,0,8,328,4629,Y,N,,,2004-03-31 15:29,2006-06-27 16:48
서창,2006-07-01,2017-07-04,0,367,5177,0,0,0,0,8,367,5177,Y,N,,,2006-06-27 16:48,2017-07-04 11:33
서창,2017-07-05,,0,367,5177,0,0,0,0,8,367,5177,Y,N,,,2017-07-04 11:33,2017-07-04 11:33
조치원,,2004-03-31,9,441,6303,0,0,0,0,19,441,6303,Y,Y,조치원 1.jpg,,1905-01-01 00:00,2004-03-31 15:29
조치원,2004-04-01,2006-06-30,9,441,6303,0,0,0,0,19,441,6303,Y,Y,조치원 1.jpg,,2004-03-31 15:29,2006-06-26 17:04
조치원,2006-07-01,2009-09-30,9,441,6303,0,0,0,0,19,441,6303,Y,Y,조치원 1.jpg,,2006-06-26 17:04,2009-09-29 15:02
조치원,2009-10-01,2017-07-04,9,441,6303,0,0,0,0,19,441,6303,Y,Y,조치원 1.jpg,,2009-09-29 15:02,2017-07-04 11:33
조치원,2017-07-05,,9,441,6303,0,0,0,0,19,441,6303,Y,Y,조치원 1.jpg,,2017-07-04 11:33,2017-07-04 11:33
내판,,2004-03-31,10,168,2400,,,,,4,168,2400,N,N,,,1922-05-11 00:00,2004-03-31 15:29
내판,2004-04-01,2006-06-30,10,168,2400,,,,,4,168,2400,N,N,,,2004-03-31 15:29,2006-06-26 17:04
내판,2006-07-01,2008-03-10,10,168,2400,,,,,4,168,2400,N,N,,,2006-06-26 17:04,2008-03-10 14:42
내판,2008-03-11,2017-07-04,10,168,2400,,,,,4,168,2400,N,N,,,2008-03-10 14:42,2017-07-04 11:34
내판,2017-07-05,,10,168,2400,,,,,4,168,2400,N,N,,,2017-07-04 11:34,2017-07-04 11:34
부강,,2004-03-31,11,399,5684,,,161,2297,21,628,8935,N,Y,부강 1.jpg,,1909-11-01 00:00,2004-03-31 15:29
부강,2004-04-01,2006-06-30,11,399,5684,,,161,2297,21,628,8935,N,Y,부강 1.jpg,,2004-03-31 15:29,2006-06-26 17:05
부강,2006-07-01,2017-07-04,11,399,5684,,,161,2297,21,628,8935,Y,Y,부강 1.jpg,,2006-06-26 17:05,2017-07-04 11:35
부강,2017-07-05,,11,399,5684,,,161,2297,21,628,8935,Y,Y,부강 1.jpg,,2017-07-04 11:35,2017-07-04 11:35
매포,,2004-03-31,12,262,3843,0,0,65,955,15,343,5022,N,Y,매포 1.jpg,,1947-02-18 00:00,2004-03-31 15:30
매포,2004-04-01,2006-06-30,12,262,3843,0,0,65,955,15,343,5022,N,Y,매포 1.jpg,,2004-03-31 15:30,2006-06-26 17:05
매포,2006-07-01,2017-07-04,12,262,3700,0,0,65,955,16,366,5215,N,Y,매포 1.jpg,,2006-06-26 17:05,2017-07-04 11:35
매포,2017-07-05,,12,240,3413,0,0,65,955,16,340,4880,N,Y,매포 1.jpg,,2017-07-04 11:35,2017-07-04 11:35
신탄진,,2004-03-31,13,377,5356,280,3927,57,829,31,996,14112,N,Y,신탄진 1.jpg,,1905-01-01 00:00,2004-03-31 15:30
신탄진,2004-04-01,2006-06-30,13,377,5380,280,3927,57,829,31,996,14136,N,Y,신탄진 1.jpg,,2004-03-31 15:30,2006-06-26 17:05
신탄진,2006-07-01,,13,357,5066,280,3927,57,829,32,976,13822,N,Y,신탄진 1.jpg,,2006-06-26 17:05,2006-06-26 17:05
회덕,,2004-03-31,14,289,4097,0,0,93,1349,13,382,5446,N,Y,회덕 1.jpg,,1930-10-01 00:00,2004-03-31 15:30
회덕,2004-04-01,2006-06-30,14,289,4097,0,0,93,1349,13,382,5446,N,Y,회덕 1.jpg,,2004-03-31 15:30,2006-06-26 17:06
회덕,2006-07-01,2017-07-04,14,265,3758,0,0,75,1085,12,340,4843,N,Y,회덕 1.jpg,,2006-06-26 17:06,2017-07-04 11:36
회덕,2017-07-05,,14,250,3561,0,0,75,1085,12,325,4646,N,Y,회덕 1.jpg,,2017-07-04 11:36,2017-07-04 11:36
대전조차장,,2004-03-31,15,442,6211,556,7848,321,4604,60,1572,22253,Y,Y,대전조차장 1.jpg,,1978-01-10 00:00,2004-03-31 15:31
대전조차장,2004-04-01,2006-06-30,15,442,6211,556,7848,321,4604,60,1572,22253,Y,Y,대전조차장 1.jpg,,2004-03-31 15:31,2006-06-26 17:06
대전조차장,2006-07-01,2009-09-30,15,442,6211,556,7848,321,4604,60,1572,22253,Y,Y,대전조차장 1.jpg,,2006-06-26 17:06,2009-09-29 15:04
대전조차장,2009-10-01,2017-07-04,15,442,6211,554,7820,305,4375,59,1554,21996,Y,Y,대전조차장 1.jpg,,2009-09-29 15:04,2017-07-04 11:37
대전조차장,2017-07-05,,15,515,7232,541,7622,305,4362,59,1614,22806,Y,Y,대전조차장 1.jpg,,2017-07-04 11:37,2017-07-04 11:37
대전,,2004-02-20,16,538,7779,55,800,62,923,41,680,9881,Y,Y,대전 1.jpg,,1905-01-01 00:00,2004-02-20 11:08
대전,2004-02-21,2004-02-26,16,538,7779,55,800,62,923,41,680,9881,Y,Y,대전 1.jpg,,2004-02-20 11:08,2004-02-26 13:25
대전,2004-02-27,2004-03-31,16,538,7779,55,800,62,923,41,680,9881,Y,Y,대전 1.jpg,,2004-02-26 13:25,2004-03-31 15:31
대전,2004-04-01,2006-06-30,16,652,9391,0,0,0,0,40,677,9770,Y,Y,대전 1.jpg,,2004-03-31 15:31,2006-06-26 17:06
대전,2006-07-01,2007-10-31,16,652,9391,0,0,0,0,40,677,9770,Y,Y,대전 1.jpg,,2006-06-26 17:06,2007-10-16 09:31
대전,2007-11-01,2009-09-30,16,652,9391,0,0,0,0,40,677,9770,Y,Y,대전 1.jpg,,2007-10-16 09:31,2009-09-29 16:41
대전,2009-10-01,2015-07-20,16,832,11844,0,0,0,0,37,857,12223,Y,Y,대전 1.jpg,,2009-09-29 16:41,2015-07-20 14:46
대전,2015-07-21,2017-07-04,16,799,11377,0,0,0,0,37,824,11756,Y,Y,대전 1.jpg,,2015-07-20 14:46,2017-07-04 11:37
대전,2017-07-05,,16,721,10237,0,0,0,0,26,746,10616,Y,Y,대전 1.jpg,,2017-07-04 11:37,2017-07-04 11:37
세천,,2004-02-26,17,144,2046,,,,,4,144,2046,N,Y,세천 1.jpg,,1922-12-25 00:00,2004-02-26 13:25
세천,2004-02-27,2004-03-31,17,144,2046,,,,,4,144,2046,N,Y,세천 1.jpg,,2004-02-26 13:25,2004-03-31 15:32
세천,2004-04-01,2005-09-29,17,144,2046,,,,,4,144,2046,N,Y,세천 1.jpg,,2004-03-31 15:32,2005-09-29 15:06
세천,2005-09-30,2006-06-30,17,144,2046,,,,,4,144,2046,N,Y,세천 1.jpg,,2005-09-29 15:06,2006-06-26 17:07
세천,2006-07-01,,17,144,2046,,,,,4,144,2046,N,Y,세천 1.jpg,,2006-06-26 17:07,2006-06-26 17:07
옥천,,2004-02-26,18,236,3347,,,,,7,236,3347,N,Y,옥천 1.jpg,,1905-01-01 00:00,2004-02-26 13:25
옥천,2004-02-27,2004-03-31,18,236,3347,,,,,7,236,3347,N,Y,옥천 1.jpg,,2004-02-26 13:25,2004-03-31 15:32
옥천,2004-04-01,2006-06-30,18,236,3347,,,,,7,236,3347,N,Y,옥천 1.jpg,,2004-03-31 15:32,2006-06-26 17:07
옥천,2006-07-01,,18,236,3347,,,,,7,236,3347,Y,Y,옥천 1.jpg,,2006-06-26 17:07,2006-06-26 17:07
이원,,2004-02-26,19,182,2598,0,0,0,0,6,182,2598,N,Y,이원 1.jpg,,1905-01-01 00:00,2004-02-26 13:26
이원,2004-02-27,2004-03-31,19,182,2598,0,0,0,0,6,182,2598,N,Y,이원 1.jpg,,2004-02-26 13:26,2004-03-31 15:33
이원,2004-04-01,2006-06-30,19,182,2598,0,0,0,0,6,182,2598,N,Y,이원 1.jpg,,2004-03-31 15:33,2006-06-26 17:07
이원,2006-07-01,2021-03-17,19,180,2560,0,0,0,0,6,180,2560,N,Y,이원 1.jpg,,2006-06-26 17:07,2021-03-17 14:17
이원,2021-03-18,2021-05-25,19,180,2560,0,0,0,0,6,180,2560,N,Y,이원 1.jpg,,2021-03-17 14:17,2021-05-25 11:12
이원,2021-05-26,,19,173,2422,0,0,0,0,6,173,2422,N,Y,이원 1.jpg,,2021-05-25 11:12,2021-05-25 11:12
지탄,,2004-02-26,20,100,1400,,,,,2,100,1400,N,N,지탄 1.jpg,,1965-12-01 00:00,2004-02-26 13:26
지탄,2004-02-27,2004-03-31,20,100,1400,,,,,2,100,1400,N,N,지탄 1.jpg,,2004-02-26 13:26,2004-03-31 15:33
지탄,2004-04-01,2006-06-30,20,100,1400,,,,,2,100,1400,N,N,지탄 1.jpg,,2004-03-31 15:33,2006-06-26 17:08
지탄,2006-07-01,2009-09-13,20,100,1400,,,,,2,100,1400,N,N,지탄 1.jpg,,2006-06-26 17:08,2009-09-07 16:15
지탄,2009-09-14,,20,100,1400,,,,,2,100,1400,N,N,지탄 1.jpg,,2009-09-07 16:15,2009-09-07 16:15
심천,,2004-02-26,21,262,3694,0,0,120,1709,11,382,5403,N,Y,심천 1.jpg,,1905-01-01 00:00,2004-02-26 13:27
심천,2004-02-27,2004-03-31,21,262,3694,0,0,120,1709,11,382,5403,N,Y,심천 1.jpg,,2004-02-26 13:27,2004-03-31 15:33
심천,2004-04-01,2006-06-30,21,262,3694,119,1709,120,1709,15,501,7112,N,Y,심천 1.jpg,,2004-03-31 15:33,2006-06-26 17:08
심천,2006-07-01,2009-09-13,21,262,3694,88,1264,89,1264,13,439,6222,N,Y,심천 1.jpg,,2006-06-26 17:08,2009-09-07 16:16
심천,2009-09-14,2021-03-17,21,262,3694,119,1709,316,4500,21,697,9903,N,Y,심천 1.jpg,,2009-09-07 16:16,2021-03-17 14:15
심천,2021-03-18,2021-05-25,21,262,3694,119,1709,316,4500,21,697,9903,N,Y,심천 1.jpg,,2021-03-17 14:15,2021-05-25 11:11
심천,2021-05-26,,21,233,3272,119,1709,316,4500,21,668,9481,N,Y,심천 1.jpg,,2021-05-25 11:11,2021-05-25 11:11
각계,,2004-02-26,22,50,1400,,,,,2,50,1400,N,N,각계 1.jpg,,1966-07-02 00:00,2004-02-26 13:27
각계,2004-02-27,2004-03-31,22,50,1400,,,,,2,50,1400,N,N,각계 1.jpg,,2004-02-26 13:27,2004-03-31 15:34
각계,2004-04-01,2006-06-30,22,50,1400,,,,,2,50,1400,N,N,각계 1.jpg,,2004-03-31 15:34,2006-06-26 17:08
각계,2006-07-01,2009-09-13,22,50,1400,,,,,2,50,1400,N,N,각계 1.jpg,,2006-06-26 17:08,2009-09-07 16:16
각계,2009-09-14,,22,50,1400,,,,,2,50,1400,N,N,각계 1.jpg,,2009-09-07 16:16,2009-09-07 16:16
영동,,2004-02-26,23,264,3778,0,0,42,610,16,306,4388,N,Y,영동 1.jpg,,1905-01-01 00:00,2004-02-26 13:27
영동,2004-02-27,2004-03-31,23,264,3778,0,0,42,610,16,306,4388,N,Y,영동 1.jpg,,2004-02-26 13:27,2004-03-31 15:34
영동,2004-04-01,2006-06-30,23,264,3778,0,0,42,610,16,306,4388,N,Y,영동 1.jpg,,2004-03-31 15:34,2006-06-26 17:08
영동,2006-07-01,2009-09-13,23,264,3778,0,0,42,610,16,306,4388,N,Y,영동 1.jpg,,2006-06-26 17:08,2009-09-07 16:16
영동,2009-09-14,2010-08-31,23,264,3778,0,0,42,610,16,306,4388,N,Y,영동 1.jpg,,2009-09-07 16:16,2010-08-31 19:58
영동,2010-09-01,,23,264,3778,0,0,43,630,16,307,4408,N,Y,영동 1.jpg,,2010-08-31 19:58,2010-08-31 19:58
황간,,2004-03-31,25,229,3207,0,0,0,0,7,229,3207,N,Y,황간 1.jpg,,1905-01-01 00:00,2004-03-31 15:34
황간,2004-04-01,2005-09-29,25,229,3207,0,0,0,0,7,229,3207,N,Y,황간 1.jpg,,2004-03-31 15:34,2005-09-29 15:08
황간,2005-09-30,2006-06-30,25,229,3207,0,0,0,0,7,229,3207,N,Y,황간 1.jpg,,2005-09-29 15:08,2006-06-26 17:09
황간,2006-07-01,2009-09-13,25,229,3207,0,0,0,0,7,229,3207,N,Y,황간 1.jpg,,2006-06-26 17:09,2009-09-07 16:17
황간,2009-09-14,,25,208,2946,0,0,0,0,7,208,2946,N,Y,황간 1.jpg,,2009-09-07 16:17,2009-09-07 16:17
추풍령,,2004-03-31,26,240,3526,114,1600,0,0,11,354,5126,N,Y,추풍령 1.jpg,,1905-01-01 00:00,2004-03-31 15:35
추풍령,2004-04-01,2006-06-30,26,236,3452,114,1600,0,0,11,350,5052,N,Y,추풍령 1.jpg,,2004-03-31 15:35,2006-06-26 17:09
추풍령,2006-07-01,2008-10-31,26,236,3362,114,1600,0,0,11,350,4962,N,Y,추풍령 1.jpg,,2006-06-26 17:09,2008-10-22 14:06
추풍령,2008-11-01,2009-09-13,26,236,3362,114,1600,0,0,11,350,4962,N,Y,추풍령 1.jpg,,2008-10-22 14:06,2009-09-07 16:17
추풍령,2009-09-14,,26,236,3363,114,1600,0,0,12,350,4963,N,Y,추풍령 1.jpg,,2009-09-07 16:17,2009-09-07 16:17
신암,,2004-03-31,27,111,1582,0,0,0,0,3,111,1582,N,N,신암 1.jpg,,1937-08-04 00:00,2004-03-31 15:35
신암,2004-04-01,2006-06-30,27,111,1582,0,0,0,0,3,111,1582,N,N,신암 1.jpg,,2004-03-31 15:35,2006-06-26 17:09
신암,2006-07-01,2009-09-13,27,111,1582,0,0,0,0,3,111,1582,N,N,신암 1.jpg,,2006-06-26 17:09,2009-09-07 16:17
신암,2009-09-14,2012-04-10,27,111,1582,0,0,0,0,4,112,1596,N,N,신암 1.jpg,,2009-09-07 16:17,2012-04-10 17:03
신암,2012-04-11,2020-09-20,27,77,1097,0,0,0,0,4,78,1111,N,N,신암 1.jpg,,2012-04-10 17:03,2020-09-11 14:48
신암,2020-09-21,2023-12-25,27,77,1097,0,0,0,0,4,78,1111,N,N,신암 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
신암,2023-12-26,,27,77,1097,0,0,0,0,4,78,1111,N,N,신암 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
직지사,,2004-03-31,28,240,3396,0,0,0,0,6,240,3396,N,Y,직지사 1.bmp,,1925-09-15 00:00,2004-03-31 15:35
직지사,2004-04-01,2006-06-30,28,240,3396,0,0,0,0,6,240,3396,N,Y,직지사 1.bmp,,2004-03-31 15:35,2006-06-26 17:10
직지사,2006-07-01,2009-09-13,28,240,3396,0,0,0,0,6,240,3396,N,Y,직지사 1.bmp,,2006-06-26 17:10,2009-09-07 16:17
직지사,2009-09-14,2020-09-20,28,227,3217,0,0,0,0,6,227,3217,N,Y,직지사 1.bmp,,2009-09-07 16:17,2020-09-11 14:48
직지사,2020-09-21,2023-12-25,28,227,3217,0,0,0,0,6,227,3217,N,Y,직지사 1.bmp,,2020-09-11 14:50,2023-12-21 17:00
직지사,2023-12-26,,28,227,3217,0,0,0,0,6,227,3217,N,Y,직지사 1.bmp,,2023-12-21 17:30,2023-12-21 17:30
김천,,2004-03-31,29,611,8633,0,0,0,0,30,611,8633,Y,Y,,,1905-01-01 00:00,2004-03-31 15:35
김천,2004-04-01,2006-06-30,29,611,8633,0,0,0,0,30,611,8633,Y,Y,,,2004-03-31 15:35,2006-06-26 17:10
김천,2006-07-01,2009-09-13,29,595,8418,0,0,12,180,32,607,8598,Y,Y,,,2006-06-26 17:10,2009-09-07 16:18
김천,2009-09-14,2009-09-30,29,595,8418,0,0,12,180,32,607,8598,Y,Y,,,2009-09-07 16:18,2009-09-29 15:05
김천,2009-10-01,2010-11-17,29,595,8418,0,0,12,180,32,607,8598,Y,Y,,,2009-09-29 15:05,2010-11-17 12:27
김천,2010-11-18,2020-09-20,29,612,8779,0,0,12,180,32,624,8959,Y,Y,,,2010-11-17 12:27,2020-09-11 14:48
김천,2020-09-21,2023-12-25,29,612,8779,0,0,12,180,32,624,8959,Y,Y,,,2020-09-11 14:50,2023-12-21 17:00
김천,2023-12-26,,29,620,8892,0,0,12,180,32,632,9072,Y,Y,,,2023-12-21 17:30,2023-12-21 17:30
대신,,2004-03-31,30,228,3244,0,0,0,0,6,228,3244,N,Y,대신 1.jpg,,1916-10-30 00:00,2004-03-31 15:35
대신,2004-04-01,2006-06-30,30,228,3244,0,0,0,0,6,228,3244,N,Y,대신 1.jpg,,2004-03-31 15:35,2006-06-26 17:10
대신,2006-07-01,2007-01-18,30,228,3244,0,0,0,0,6,228,3244,N,Y,대신 1.jpg,,2006-06-26 17:10,2007-01-18 17:56
대신,2007-01-19,2007-04-30,30,228,3244,0,0,0,0,6,228,3244,N,Y,대신 1.jpg,,2007-01-18 17:56,2007-03-20 11:17
대신,2007-05-01,2009-09-13,30,228,3244,0,0,0,0,6,228,3244,N,Y,대신 1.jpg,,2007-03-20 11:17,2009-09-07 16:18
대신,2009-09-14,2020-09-20,30,227,3212,0,0,0,0,6,227,3212,N,Y,대신 1.jpg,,2009-09-07 16:18,2020-09-11 14:48
대신,2020-09-21,2023-12-25,30,227,3212,0,0,0,0,6,227,3212,N,Y,대신 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
대신,2023-12-26,,30,227,3212,0,0,0,0,6,227,3212,N,Y,대신 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
아포,,2004-03-31,31,286,4032,0,0,0,0,7,286,4032,N,N,아포 1.jpg,,1916-10-31 00:00,2004-03-31 15:36
아포,2004-04-01,2006-06-30,31,286,4032,0,0,0,0,7,286,4032,N,N,아포 1.jpg,,2004-03-31 15:36,2006-06-26 17:10
아포,2006-07-01,2009-09-13,31,286,4032,0,0,0,0,7,286,4032,N,N,아포 1.jpg,,2006-06-26 17:10,2009-09-07 16:18
아포,2009-09-14,2010-12-30,31,340,4831,0,0,0,0,11,340,4831,N,N,아포 1.jpg,,2009-09-07 16:18,2010-12-30 16:31
아포,2010-12-31,2020-09-20,31,310,4425,0,0,0,0,11,310,4425,N,N,아포 1.jpg,,2010-12-30 16:31,2020-09-11 14:48
아포,2020-09-21,2023-12-25,31,310,4425,0,0,0,0,11,310,4425,N,N,아포 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
아포,2023-12-26,,31,310,4425,0,0,0,0,11,310,4425,N,N,아포 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
구미,,2004-03-31,32,226,3207,16,232,0,0,11,250,3564,N,Y,,,1916-11-01 00:00,2004-03-31 15:36
구미,2004-04-01,2006-06-30,32,226,3207,16,232,0,0,11,250,3564,N,Y,,,2004-03-31 15:36,2006-06-26 17:10
구미,2006-07-01,2007-10-31,32,226,3207,16,232,0,0,11,250,3564,N,Y,,,2006-06-26 17:10,2007-10-16 09:32
구미,2007-11-01,2009-09-13,32,238,3357,16,232,0,0,11,262,3714,N,Y,,,2007-10-16 09:32,2009-09-07 16:19
구미,2009-09-14,2010-11-17,32,238,3357,16,232,0,0,11,262,3714,N,Y,,,2009-09-07 16:19,2010-11-17 12:28
구미,2010-11-18,2020-09-20,32,207,2975,35,505,0,0,10,242,3480,N,Y,,,2010-11-17 12:28,2020-09-11 14:48
구미,2020-09-21,2023-12-25,32,207,2975,33,482,0,0,10,240,3457,N,Y,,,2020-09-11 14:50,2023-12-21 17:00
구미,2023-12-26,2024-11-27,32,207,2975,33,482,0,0,10,240,3457,N,Y,,,2023-12-21 17:30,2024-11-27 13:24
구미,2024-11-28,,32,207,2975,33,482,0,0,10,240,3457,N,Y,,,2024-11-27 13:24,2024-11-27 13:24
사곡,,2004-03-31,33,26,376,0,0,0,0,2,26,376,N,N,사곡 1.jpg,,1967-05-30 00:00,2004-03-31 15:36
사곡,2004-04-01,2006-06-30,33,26,376,0,0,0,0,2,26,376,N,N,사곡 1.jpg,,2004-03-31 15:36,2006-06-26 17:11
사곡,2006-07-01,2009-09-13,33,26,376,0,0,0,0,2,26,376,N,N,사곡 1.jpg,,2006-06-26 17:11,2009-09-07 16:19
사곡,2009-09-14,2020-09-20,33,26,376,0,0,0,0,2,26,376,N,N,사곡 1.jpg,,2009-09-07 16:19,2020-09-11 14:48
사곡,2020-09-21,2023-12-25,33,26,376,0,0,0,0,2,26,376,N,N,사곡 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
사곡,2023-12-26,2024-10-17,33,16,257,0,0,0,0,4,16,257,N,N,사곡 1.jpg,,2023-12-21 17:30,2024-10-17 16:26
사곡,2024-10-18,,33,16,257,0,0,0,0,4,16,257,N,N,사곡 1.jpg,,2024-10-17 16:26,2024-10-17 16:26
약목,,2004-03-31,34,334,4752,0,0,169,2413,21,760,10786,N,Y,약목 1.jpg,,1918-07-25 00:00,2004-03-31 15:37
약목,2004-04-01,2006-06-30,34,334,4752,0,0,169,2413,21,760,10786,N,Y,약목 1.jpg,,2004-03-31 15:37,2006-06-26 17:11
약목,2006-07-01,2009-09-13,34,334,4752,0,0,348,4951,28,939,13324,N,Y,약목 1.jpg,,2006-06-26 17:11,2009-09-07 16:19
약목,2009-09-14,2020-09-20,34,320,4543,0,0,348,4951,28,925,13115,N,Y,약목 1.jpg,,2009-09-07 16:19,2020-09-11 14:48
약목,2020-09-21,2023-12-25,34,320,4543,0,0,348,4951,28,925,13115,N,Y,약목 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
약목,2023-12-26,2024-11-27,34,320,4543,0,0,348,4951,28,925,13115,N,Y,약목 1.jpg,,2023-12-21 17:30,2024-11-27 14:41
약목,2024-11-28,,34,320,4543,0,0,348,4951,28,925,13115,N,Y,약목 1.jpg,,2024-11-27 14:41,2024-11-27 14:41
왜관,,2004-03-31,35,299,4199,0,0,169,2409,19,468,6608,N,Y,왜관 1.jpg,,1905-01-01 00:00,2004-03-31 15:37
왜관,2004-04-01,2006-06-30,35,299,4263,0,0,169,2409,19,468,6672,N,Y,왜관 1.jpg,,2004-03-31 15:37,2006-06-26 17:11
왜관,2006-07-01,2009-09-13,35,299,4263,0,0,169,2409,19,468,6672,N,Y,왜관 1.jpg,,2006-06-26 17:11,2009-09-07 16:19
왜관,2009-09-14,2020-09-20,35,298,4238,0,0,165,2358,20,463,6596,N,Y,왜관 1.jpg,,2009-09-07 16:19,2020-09-11 14:48
왜관,2020-09-21,2023-12-25,35,298,4238,0,0,165,2358,20,463,6596,N,Y,왜관 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
왜관,2023-12-26,2024-10-17,35,298,4238,0,0,165,2358,20,463,6596,N,Y,왜관 1.jpg,,2023-12-21 17:30,2024-10-17 16:27
왜관,2024-10-18,,35,298,4238,0,0,165,2358,20,463,6596,N,Y,왜관 1.jpg,,2024-10-17 16:27,2024-10-17 16:27
연화,,2004-03-31,35,136,1904,0,0,98,1372,6,234,3276,N,N,연화 1.jpg,,1967-03-10 00:00,2004-03-31 15:38
연화,2004-04-01,2006-06-30,35,136,1904,0,0,98,1372,6,234,3276,N,N,연화 1.jpg,,2004-03-31 15:38,2006-06-26 17:11
연화,2006-07-01,2009-09-13,35,136,1904,0,0,98,1372,6,234,3276,N,N,연화 1.jpg,,2006-06-26 17:11,2009-09-07 16:20
연화,2009-09-14,2009-10-30,35,136,1904,0,0,98,1372,6,234,3276,N,N,연화 1.jpg,,2009-09-07 16:20,2009-10-22 17:29
연화,2009-10-31,2013-09-04,35,136,1904,0,0,98,1372,6,234,3276,N,N,연화 1.jpg,,2009-10-22 17:29,2013-09-04 13:55
연화,2013-09-05,2020-09-20,35,204,2881,0,0,98,1372,7,302,4253,N,N,연화 1.jpg,,2013-09-04 13:55,2020-09-11 14:48
연화,2020-09-21,2023-12-25,35,204,2881,0,0,98,1372,7,302,4253,N,N,연화 1.jpg,,2020-09-11 14:50,2023-12-21 17:00
연화,2023-12-26,2024-11-27,35,204,2881,0,0,98,1372,7,302,4253,N,N,연화 1.jpg,,2023-12-21 17:30,2024-11-27 14:42
연화,2024-11-28,,35,204,2881,0,0,98,1372,7,302,4253,N,N,연화 1.jpg,,2024-11-27 14:42,2024-11-27 14:42
신동,,2004-03-31,36,214,3045,0,0,38,552,10,270,3850,N,Y,신동 1.jpg,,1918-10-25 00:00,2004-03-31 15:38
신동,2004-04-01,2006-06-30,36,214,3045,0,0,38,552,10,270,3850,N,Y,신동 1.jpg,,2004-03-31 15:38,2006-06-26 17:11
