G2B분류번호,G2B품명,G2B영문품명,품명해설,생성일시,G2B코드사용여부
12164001,살균제,Registered microbiocides,"미생물을 살상시키거나 생장을 억제시켜 감염 방제목적으로 사용되는 약제임. (단, 살충·살균제는 살충제로 분류)",2012-12-19 01:27,Y
12164099,유기산류,Organic acids,"미생물의 발효에 의해 생산되는 유기산은 아세트산· 아세틸살리실산· 시트르산· 아스코르브산 등의 약 60종 정도가 알려져 있고, 유기산염으로 아세테이트(Acetate)· 락테이트(Lactate)· 시트레이트(Citrate)· 휴말레이트(Fumarate)· 이타코테이트(Itaconate) 등이 가장 많이 생산되고 있음. 유기산과 그들의 염들은 주로 식품첨가물이나 화학약품으로 다양하게 사용되고, 시트르산, 아세트산 등은 살균제의 용도로도 사용되며, 살균제로사용되는 유기산은 비교적 인체에 해가 적어 양식장 등에서 잡초 제거 또는 살균 소독 등의 목적으로 사용됨.",2012-12-19 01:27,Y
121642,억제제,Retarders,화학 반응에서 어떠한 반응을 억제하는 효과를 지니는 물질.,2012-12-19 01:27,Y
12164299,중금속고정제,Heavy metals fixiing agents,소각시설 등에서 배출되는 비산재 중 인체에 유해한 카드뮴이나 납 등의 중금속을 화학적으로 반응시켜 안정화 상태로 만드는 고분자 화합물.,2012-12-19 01:27,Y
121643,철제어제,Iron controllers,"철은 천연상태의 광석을 채굴하여 각종 철금속을 만드는 과정인 제철과정을 통해 다양한 제품으로 생산됨. 철제어제는 제철소에서 철금속을 만드는 일련의 제철과정상에서 첨가하는 합금첨가제와 탈산제,접종제, 흑연구상화제 등을 말함.",2012-12-19 01:27,Y
12164301,철제어첨가물,Iron control additives,"철강의 제조에 사용되는 철제어첨가물로서 주 성분이 금속 칼슘과 비금속인 규소로 된 금속성 물질인 칼슘실리콘과, 철강의 제조에 사용하는 환원제 및 합금성분첨가제인 실리콘크롬등도 포함함.",2012-12-19 01:27,Y
12142188,6-불소화황가스,Sulfur hexafluoride gas,"화학식 SF6, 분자량 146.0504, 증기밀도5.11, 비등점-63.7℃(subl)의 물리 화학적 특성을 가지는 무색무취의 비활성기체인 6-불소화황은불소를 고온에서 유황과 반응시켜서 만들고 전기절연성이 뛰어나 전기절연재로 사용되며 냉매 및 의약용으로도 사용됨. 그러나 6-불소화황 역시 프레온과 함께지구 온난화 원인 물질로 규정되어 사용량이 규제되고 있음.",2012-12-19 01:27,Y
12142189,이산화황가스,Sulfur dioxid gas,"화학식 SO2, 분자량 64.0588, 증기밀도 2.26, 용융점-75.51℃, 비등점-10.06℃의 물리 화학적 특성을 가지는 무색의 자극성 냄새를 갖는 기체인 이산화황(Sulfurdioxid)은 황 또는 황산광에 공기를 주입하여 연소시켜 생산됨. 이산화황은 물에 대단히 잘 녹는 불연성가스로서, 황산화물(SOx)중에서 가장 많은 양을 점하고 있으며, 대기중에서 산화된 후 수분과 결합하여 황산(H2SO4)이 됨. 황산제조를 비롯하여 석유정제, 표백제,용매, 농약, 의약 등에 사용될 뿐 만아니라 냉동가스, 의약품 산화방지 등에도 사용됨.",2012-12-19 01:27,Y
12142190,3-불소화붕소가스,Boron trifluoride gas,"화학식 BF3, 분자량 67.8052, 증기밀도 2.4, 용융점-128.7℃, 비등점-100.28℃의 물리 화학적 특성을 가지는 무색의 자극적인 유독성가스인 3-불소화붕소(Borontrifluoride)는 공기보다 무겁고, 습한 공기중에서 발연하며 물에는 가수분해되어 잘 녹는 불연소성가스. 산업용도는 후락스(Flux), 훈증소독제, 촉매로 사용되고, 전자산업에도 사용됨.",2012-12-19 01:27,Y
12142191,프레온가스,Freon,"탄화수소의 플루오르화유도체인 염화불화탄소(CFCs)를 프레온(Freon)이라고 총칭하며 미국 뒤퐁(Dupont)사의 상품명이 일반화 된 것임. 프레온 가스는 무색무취의 기체이며 -456.865℃의 비등점을 가지는 화학적으로 매우 안정한 불연소성가스로서, 독성이 적고 연소나 폭발의 위험이 낮아서 사용이 안전하고 금속이나 플라스틱과 반응하지 않으므로 보관 또한 용이한 장점을 가지고 있음. 프레온가스는 성층권까지 올라가는 성질로 오존층 파괴원인물질로 규명되어생산량과 소비량을 규제하고 점차 다른물질로 사용이 대체되고 있는 상황임. 프레온가스는 가스상태로는 거의 공급되지 않고 가스를 액화시킨액화프레온으로 공급됨.",2012-12-19 01:27,Y
12142193,염화메틸가스,Methyl chloride gas,"화학식 C2H5Cl, 분자량 50.4877, 증기밀도 1.784, 용융점-97.1℃, 비등점-24.2℃의 물리 화학적 특성을 가지는 무색의 약한 감미성취기를 갖는 가연성 유독가스인 염화메틸(Methylchloride)은 메탄올과 염화수소를 탈수하여 생산되며 물에는 녹지않고 알코올에는 잘 녹는 성질을 가지며, 의약품과 농약 등의 유기합성원료 및 추출용매와 냉매 등으로 사용됨.",2012-12-19 01:27,Y
12142197,산화에틸렌가스,Ethylene oxide gas,"화학식 C2H4O, 분자량 44.053, 증기밀도1.52, 용융점-111.3℃, 비등점10.7℃의 물리 화학적 특성을 가지는 무색의 상쾌한 취기를 갖는가연성 기체인 산화에틸렌(Ethyleneoxide,EO)은 물, 에탄올, 에테르에 잘 녹으며 물과 반응하여 에틸렌글린콜을 생성함. 에틸렌을 공기와 촉매산화시켜서 만들고 부동액, 계면활성제, 에탄올아민, 유기안료 등의 원료 및 살균제, 훈증소독제 등으로 사용됨.",2012-12-19 01:27,Y
12142198,염화에틸가스,Ethyl chloride gas,"화학식 C2H5Cl, 분자량 64.5145, 증기밀도 2.23, 용융점-136.4℃, 비등점12.3℃의 물리 화학적 특성을 가지는 무색의 혀가 타는 듯한자극이 있는 가스로서, 점화하면 청색불꽃을 내면서 연소하는 염화에틸(Ethylchloride)은 염화수소와 에틸렌을 촉매반응시켜서 생산하고 냉동제, 마취제, 살충제 및 의약품 원료 등으로 사용됨.",2012-12-19 01:27,Y
1216,첨가제,Additives,"제품의 원료, 부자재 또는 완제품의 특정 성질 및 성능의 개선과 개량을 목적으로 제조 및 운영 공정중에 미량으로 투입하는 화학물질의 총칭. 첨가제의 첨가목적에 따라 매우 다양한 종류가 존재하나 그 대표적인 것으로 촉매제, 가소제, 계면활성제, 경화제, 방염제, 산화방지제, 방부제 등이 있음.",2012-12-19 01:27,Y
121615,시약및지시약,Indicators and reagents,"실험용 화학반응에 이용되는 화학약품인 시약과, 화학반응에 있어서 일정한 상태를 판별하는데 사용되는 지시약.",2012-12-19 01:27,Y
12161503,시약키트,Reagent kits,"물질의 특정성분을 검출 또는 정량하기 위해 2개 이상의 성분을 조합하여 다른 처리과정 없이 바로 확인이 가능하게 만든 약품으로서, 세트로 구성된 것도 있음. 단, pH페이퍼, 배지키트, 실험기구키트, 의료용(동물포함) 검사키트는 제외함.",2012-12-19 01:27,Y
12161599,기타시약및지시약,Other indicators and reagents,"실험용 화학반응에 이용되는 화학약품인 시약과, 화학반응에 있어서 일정한 상태를 판별하는데 사용되는 지시약. 단, 시약키트, 단일원자로 구성된 원소와 기체, 단일금속과 비금속, 의약품과 의약외품, 공업용 화공약품은 제외함.",2012-12-19 01:27,Y
121616,촉매제,Catalysts,"화학물질 그자체는 변화 되지 않으면서 반응에 참여해 다른물질의 반응속도를 빠르게 하거나 느리게하는 첨가제의 일종. 촉매제의 예로는 가수분해반응을 두드러지게 활성화시키는 산촉매가 가장대표적이며, 오늘날에는 다양한 화합물을 보다 간단한 원료로 부터 합성하는 것을 주목적으로 하는 분야인 유기합성 화학 등에 실용적 촉매가 많이 사용되고 있음. 촉매를 용도별로 구분하면 공정촉매와 범용촉매로 나눌 수 있는데 공정촉매는 주로 석유정제용과 고분자 제조공정, 수소화 공정, 개질공정, 이성화 반응공정, 탈수소화 공정, 수소 처리공정 등의 화학제품 생산용이며, 범용촉매는 공해방지용 촉매가 주류를 차지하고 있음.",2012-12-19 01:27,Y
12161698,전해액활성제,Electrolyte catalysts,"전지의 이온전도 매체인 전해액에 첨가하여 염의 생성을 억제하거나 생성된 염을 제거하는 역할을 하여 전지의 수명을 연장시키는 역할을 하는 활성제로서, 납축전지에 사용되는 전해액활성제는 납축전지가 방전과 충전을 거듭하면서 전극 주변에 생성된 이온화되지 않으면서 분극현상을 일으켜 납축전지의 수명을 단축시키는황산염의 생성을 억제하거나 제거하는 역할을 수행함.",2012-12-19 01:27,Y
12161699,기타촉매제,Other catalysts,"화학제품 생산공정에 대부분 이용되고 있는 산촉매제, 연소촉매제, 커스텀촉매제, 분해촉매제 등을 제외하고, 기타 촉매 기능을 하는 신촉매나 개량촉매 등의화학 첨가물질.",2012-12-19 01:27,Y
121619,계면활성제,Surfactants,"묽은용액속에서 계면에 흡착하여 그 표면장력을 감소시키는 물질로, 보통 1분자 속에 친유기와 친수기가 함께 들어 있는 양쪽 친매성인 물질은 계면활성제가 될수 있음. 물과 기름처럼 서로에 대한 친화성이없어 양자간의 계면이 확실하게 형성되는 경우에 비누와 같은 계면활성제를 주입하며 두계면이 서로 잘 혼합된유액처럼 균일계상태로 변하게됨. 계면 활성제는 소수성부분과 친수성부분의 물질로 구성되어 친수성 작용기의 형태에 따라 음이온 계면활성제, 양이온 계면활성제, 비이온 계면활성제 및 양성계면활성제의 4가지로 구분.",2012-12-19 01:27,Y
12161901,소포제,Anti foaming agents,"물의 표면장력을 감소 시킴으로서 액체를 휘저었을때 생기는 기포파괴 작용 또는 기포의 발생을 방해하는 작용을 하는 화학물질. 수용성과 비수용성의 종류로 구분되고 주성분에 따라서 실리콘계, 광물유계, 지방산계, 고급알콜계 등의 종류가 있음.",2012-12-19 01:27,Y
12161904,분산제,Dispersing agents,"고체의 미립자를 액체 속에 분산하는데에 쓰는 약제로, 고체입자의 침강이나 응집을 방지해 안정적인 서스펜션을 형성함.",2012-12-19 01:27,Y
12161990,분사제,Spray adjuvant,약품을 분무 또는 연무할 때 액체의 표면장력을 극도로 떨어뜨려 안개처럼 흩어지게 하는 약품. 농약으로 승인받은 경우에는 별도 분류함.,2012-12-19 01:27,Y
121420,비활성기체,Noble gases,"주기율표 0족에 속하는 헬륨(He), 네온(Ne), 아르곤(Ar), 크립톤(Kr), 크세논(Xe), 라돈(Rn)의 6원소를 말하는데 비활성기체는 화학적으로 활발하지 못하여 화합물을 만들기 어렵고 공기 속에는 0.94% 이하로 미량 함유된 희유기체원소로 대부분이 아르곤가스임. 희가스가 자연 상태일 때는 무색무취무미하며 용접용, 호흡용, 방전관용으로 사용되고 연구용으로도 많이 사용됨.",2012-12-19 01:27,Y
12142004,아르곤가스,Argon gas (Ar),"화학식 Ar, 원자량 39.948, 증기밀도(Vapordensity) 1.38, 용융점-189.2℃, 비등점-185.86℃의 물리 화학적 특성을 가지는아르곤(Argon)은 주기율표 제0족에 속하는 비활성 기체로서 공기의 0.93%를 구성하고 있으며 주로 저온수은등 충전용, 전호 용접용, 티타늄 제거용,형광등, 백열전구, 진공관, 정류관 등에 봉입하는 기체로 사용되어 왔으며 아르곤의 비활성을 이용하여 금속의 주조 및 제련 등의 보호가스로도 사용됨. 아르곤 가스를 방전시키 면적색부에 휘선 스펙트럼이 나타나고 더 감압하면 청색부에 휘선스펙트럼을 나타내므로 네온사인 등에도 사용됨. 또한 철강, 금속, 화학공업, 용접용, 전자, 반도체, 우주항공, 조명, Laserwindow, Glassinsulation 등으로도 사용됨.",2012-12-19 01:27,Y
12142005,헬륨가스,Helium gas (He),"화학식 He, 원자량 4.0026, 증기밀도(Vapordensity) 0.138, 용융점-272℃, 비등점-268.94℃의 물리 화학적 특성을 가지는 헬륨(Helium)은 주기율표 제0족에 속하는 비활성기체로서 지구상에서 가장 낮은 비등점을 가지는 가벼운 원소로 투과능력이 아주 좋은 가스. 헬륨은 천연가스에서 채취하며 산업용으로는 용접용, 의료용, 기구용으로 사용되고 연구용으로는 극저온의 물성 연구용, 기체크로마토그래프용 운반기체 등에 사용됨.",2012-12-19 01:27,Y
