자재번호,G2B분류번호,속성코드,속성값,생성일시
1088569,31163203,Y0COMMON_07,2151-20100,2025-05-01 23:30
1088569,31163203,Y31163203_001,NT대차용,2025-05-01 23:30
1088569,31163203,Y31163203_997,13*L110㎜ P형,2025-05-01 23:30
1028209,25221915,Y0COMMON_01,축전지,2025-03-17 23:30
1028209,25221915,Y25221915_997,FUSE LINK GL/GG 3NA3807(32F15),2025-03-17 23:30
1028209,25221915,Y25221915_004,FUSE LINK GL/GG 3NA3807(32F15),2025-03-17 23:30
1014313,25240203,Y25240203_002,SC450,2025-01-09 23:30
1014313,25240203,Y0COMMON_01,힐간격재,2025-01-09 23:30
1014313,25240203,Y25240203_997,L=530 50KgN 우힐용,2025-01-09 23:30
1007861,25221602,Y0COMMON_01,흡입밸브패킹,2025-03-04 23:32
1007861,25221602,Y25221602_997,JM2000*94∼00제습기용736-69K39,2025-03-04 23:32
1121801,26121629,Y26121629_007,95㎟,2025-03-13 23:31
1121801,26121629,Y26121629_014,25.8KV,2025-03-13 23:31
1121801,26121629,Y26121629_019,415,2025-03-13 23:31
1121801,26121629,Y26121629_020,M,2025-03-13 23:31
1020392,26121510,Y0COMMON_01,전차선,2025-03-13 23:31
1020392,26121510,Y0COMMON_02,KRS PW0005,2025-03-13 23:31
1020392,26121510,Y26121510_001,Cu 110㎟,2025-03-13 23:31
1020392,26121510,Y26121510_006,원형,2025-03-13 23:31
1019111,39121701,Y39121701_016,AL R-BAR용접속금구,2025-03-13 23:31
1019111,39121701,Y0COMMON_01,전선조가금구,2025-03-13 23:31
1020433,26121629,Y0COMMON_01,전력케이블,2025-03-13 23:31
1020433,26121629,Y0COMMON_03,KRCS C124,2025-03-13 23:31
1020433,26121629,Y26121629_997,66KV CV100㎟*1C,2025-03-13 23:31
1020454,26121629,Y0COMMON_01,CV 전력케이블,2025-03-13 23:31
1020454,26121629,Y0COMMON_03,KRCS C254,2025-03-13 23:31
1020454,26121629,Y0COMMON_04,1,2025-03-13 23:31
1020454,26121629,Y26121629_001,150,2025-03-13 23:31
1020454,26121629,Y26121629_002,㎟,2025-03-13 23:31
1020454,26121629,Y26121629_007,14.4,2025-03-13 23:31
1020454,26121629,Y26121629_008,㎟,2025-03-13 23:31
1020454,26121629,Y26121629_014,06월 10일,2025-03-13 23:31
1020454,26121629,Y26121629_015,kV,2025-03-13 23:31
1020454,26121629,Y26121629_997,6.6KV CV 150㎟ 1C,2025-03-13 23:31
1105565,39121103,Y39121103_997,안전경보장치 부착형,2025-03-13 23:31
1105565,39121103,Y39121103_027,㎜,2025-03-13 23:31
1105565,39121103,Y39121103_028,2300,2025-03-13 23:31
1105565,39121103,Y39121103_029,㎜,2025-03-13 23:31
1105565,39121103,Y39121103_030,30~40,2025-03-13 23:31
1105565,39121103,Y39121103_031,㎜,2025-03-13 23:31
1105565,39121103,Y39121103_017,6.6,2025-03-13 23:31
1105565,39121103,Y39121103_018,kV,2025-03-13 23:31
1105565,39121103,Y39121103_026,800~1200,2025-03-13 23:31
1105565,39121103,Y0COMMON_01,전면부 전자식 보호계전기 부착(,2025-03-13 23:31
1105565,39121103,Y0COMMON_03,KRCS C175,2025-03-13 23:31
1105565,39121103,Y0COMMON_04,5,2025-03-13 23:31
1023366,25221727,Y0COMMON_01,차단기(전기),2025-03-04 23:30
1023366,25221727,Y25221727_007,배전반용(NFB),2025-03-04 23:30
1023366,25221727,Y25221727_997,10A*2PNBS32,2025-03-04 23:30
1122745,25222311,Y0COMMON_01,KTX-청룡 우등실의자 팔걸이 슬,2025-03-10 23:30
1122745,25222311,Y25222311_997,RFP70211FX0-4,2025-03-10 23:30
1122746,25222311,Y0COMMON_01,KTX-청룡 우등실의자 팔걸이 슬,2025-03-10 23:30
1122746,25222311,Y25222311_997,RFP70211FX0-5,2025-03-10 23:30
1122741,25222311,Y0COMMON_01,KTX-청룡 일반실의자 팔걸이 슬,2025-03-10 23:30
1122741,25222311,Y25222311_997,RFP70212FX0-3,2025-03-10 23:30
1122742,25222311,Y0COMMON_01,KTX-청룡 일반실의자 팔걸이 슬,2025-03-10 23:30
1122742,25222311,Y25222311_997,RFP70212FX0-4,2025-03-10 23:30
1122743,25222311,Y0COMMON_01,KTX-청룡 일반실의자 팔걸이 슬,2025-03-10 23:30
1122743,25222311,Y25222311_997,RFP70212FX0-5,2025-03-10 23:30
1100763,25221925,Y0COMMON_01,오일냉각기(좌),2025-03-10 23:30
1100763,25221925,Y25221925_004,산천 주변압기용,2025-03-10 23:30
1100763,25221925,Y25221925_007,1941,2025-03-10 23:30
1100763,25221925,Y25221925_008,㎜,2025-03-10 23:30
1100763,25221925,Y25221925_009,960,2025-03-10 23:30
1100763,25221925,Y25221925_010,㎜,2025-03-10 23:30
1100763,25221925,Y25221925_011,194,2025-03-10 23:30
1100763,25221925,Y25221925_012,㎜,2025-03-10 23:30
1100763,25221925,Y25221925_997,EMP02647,2025-03-10 23:30
1095408,25222130,Y0COMMON_01,자동간격가감기,2025-03-10 23:30
1095408,25222130,Y0COMMON_07,FTG00104,2025-03-10 23:30
1095408,25222130,Y25222130_007,제동장치 검수용,2025-03-10 23:30
1095408,25222130,Y25222130_997,E축화차 Ø76.2*1004.8㎜,2025-03-10 23:30
1095408,25222130,Y25222130_001,660416,2025-03-10 23:30
1112883,25220220,Y0COMMON_01,출입문 도어엔진 모터,2025-03-10 23:30
1112883,25220220,Y0COMMON_02,150W,2025-03-10 23:30
1112883,25220220,Y0COMMON_03,304MM 101.5MM 94MM,2025-03-10 23:30
1112883,25220220,Y0COMMON_04,RFD21011FB0,2025-03-10 23:30
1112883,25220220,Y0COMMON_05,수인선,2025-03-10 23:30
1024928,25221938,Y0COMMON_01,팬터그래프,2025-03-10 23:30
1024928,25221938,Y25221938_997,중앙스프링박스보우용UE039325PA,2025-03-10 23:30
1122580,31161740,Y0COMMON_01,EL8500 연결기 하부 받침대 고정,2025-03-10 23:30
1122580,31161740,Y31161740_12,M20*L50 경도10.9 SCM440,2025-03-10 23:30
1122580,31161740,Y31161740_11,M20,2025-03-10 23:30
1105734,39121011,Y39121011_001, ,2025-03-10 23:30
1105734,39121011,Y39121011_002, ,2025-03-10 23:30
1105734,39121011,Y39121011_019, ,2025-03-10 23:30
1105734,39121011,Y39121011_020, ,2025-03-10 23:30
1105734,39121011,Y39121011_021, ,2025-03-10 23:30
1105734,39121011,Y39121011_997, ,2025-03-10 23:30
1105734,39121011,Y39121011_998, ,2025-03-10 23:30
1105734,39121011,Y39121011_999, ,2025-03-10 23:30
1105734,39121011,Y39121011_003,단상,2025-03-10 23:30
1105734,39121011,Y39121011_004, ,2025-03-10 23:30
1105734,39121011,Y39121011_005, ,2025-03-10 23:30
1105734,39121011,Y39121011_006, ,2025-03-10 23:30
1105734,39121011,Y39121011_007,10,2025-03-10 23:30
1105734,39121011,Y39121011_008,KVA,2025-03-10 23:30
1105734,39121011,Y39121011_009, ,2025-03-10 23:30
1105734,39121011,Y39121011_010, ,2025-03-10 23:30
1105734,39121011,Y39121011_011, ,2025-03-10 23:30
1105734,39121011,Y39121011_012, ,2025-03-10 23:30
1105734,39121011,Y39121011_013, ,2025-03-10 23:30
1105734,39121011,Y39121011_014,AC 220,2025-03-10 23:30
1105734,39121011,Y39121011_015,V,2025-03-10 23:30
1105734,39121011,Y39121011_016,30분,2025-03-10 23:30
1105734,39121011,Y39121011_017, ,2025-03-10 23:30
1105734,39121011,Y39121011_018, ,2025-03-10 23:30
1105734,39121011,Y0COMMON_01,전원공급장치,2025-03-10 23:30
1105734,39121011,Y0COMMON_02, ,2025-03-10 23:30
1105734,39121011,Y0COMMON_03,KRCS C279,2025-03-10 23:30
1105734,39121011,Y0COMMON_04, ,2025-03-10 23:30
1105734,39121011,Y0COMMON_05, ,2025-03-10 23:30
1105734,39121011,Y0COMMON_06, ,2025-03-10 23:30
1105734,39121011,Y0COMMON_07, ,2025-03-10 23:30
1007589,25221771,Y0COMMON_01,부수자용 접지 브러쉬,2025-03-10 23:30
1007589,25221771,Y0COMMON_02,B14Z1(금속흑연질),2025-03-10 23:30
1044455,31161822,Y0COMMON_01,로크와샤,2025-03-04 23:36
1044455,31161822,Y31161822_010,견인전동기,2025-03-04 23:36
1044455,31161822,Y31161822_997,로크(L9*W20),2025-03-04 23:36
1065694,39121004,Y39121004_012,W,2025-02-03 23:30
1065694,39121004,Y39121004_013,5,2025-02-03 23:30
1065694,39121004,Y39121004_014,V,2025-02-03 23:30
1065694,39121004,Y39121004_015,직류,2025-02-03 23:30
1044455,31161822,Y31161822_998,OD42*ID26*T1.2㎜,2025-03-04 23:36
1045375,31161807,Y0COMMON_01,평와셔,2025-03-04 23:36
1045375,31161807,Y31161807_997,M6외경20㎜ SUS,2025-03-04 23:36
1045379,31161620,Y31161620_010,STEEL,2025-03-04 23:36
1045379,31161620,Y31161620_004,M4*L8,2025-03-04 23:36
1045379,31161620,Y0COMMON_01,샘스볼트,2025-03-04 23:36
1045379,31161620,Y31161620_997,STEEL 도어엔진단자대용,2025-03-04 23:36
1045392,31161727,Y0COMMON_01,너트,2025-03-04 23:36
1045392,31161727,Y31161727_997,M9 SUS 픽업코일취부용,2025-03-04 23:36
1045392,31161727,Y31161727_008,SUS,2025-03-04 23:36
1045393,31161690,Y31161690_012,SUS,2025-03-04 23:36
1045393,31161690,Y0COMMON_01,L렌치볼트,2025-03-04 23:36
1045393,31161690,Y31161690_997,볼트머리봉인용홀가공Φ3 M9*L70,2025-03-04 23:36
1065694,39121004,Y39121004_025,300,2025-02-03 23:30
1065694,39121004,Y39121004_026,㎜,2025-02-03 23:30
1065694,39121004,Y39121004_027,250,2025-02-03 23:30
1065694,39121004,Y39121004_007,열차행선안내장치용,2025-02-03 23:30
1045427,31161725,Y0COMMON_01,너트,2025-03-04 23:36
1045427,31161725,Y31161725_997,M6 셀프록킹 하이에이트기어커플,2025-03-04 23:36
1065694,39121004,Y39121004_008,220,2025-02-03 23:30
1065694,39121004,Y39121004_009,V,2025-02-03 23:30
1065694,39121004,Y39121004_010,교류,2025-02-03 23:30
1065694,39121004,Y39121004_011,1,2025-02-03 23:30
1065694,39121004,Y39121004_028,㎜,2025-02-03 23:30
1065694,39121004,Y39121004_029,100,2025-02-03 23:30
1045434,31161721,Y0COMMON_01,헬리코일,2025-03-04 23:36
1045434,31161721,Y31161721_997,제동통정비용 M20,2025-03-04 23:36
1045435,31161721,Y0COMMON_01,헬리코일,2025-03-04 23:36
1065694,39121004,Y39121004_030,㎜,2025-02-03 23:30
1065694,39121004,Y0COMMON_01,전원공급기,2025-02-03 23:30
1045435,31161721,Y31161721_997,M16*L16,2025-03-04 23:36
1045436,25221001,Y0COMMON_01,분할핀,2025-03-04 23:36
1045436,25221001,Y25221001_997,5/32*2IN,2025-03-04 23:36
1045436,25221001,Y25221001_007,대차장치정비용,2025-03-04 23:36
1045439,31161811,Y0COMMON_01,스프링와셔,2025-03-04 23:36
1045439,31161811,Y31161811_997,M18 STEEL 드라이빙기어용,2025-03-04 23:36
1045439,31161811,Y31161811_008,STEEL,2025-03-04 23:36
1045498,31161727,Y0COMMON_01,너트,2025-03-04 23:36
1045498,31161727,Y31161727_997,M18 SM40C 고장력 브레이크디스,2025-03-04 23:36
1045498,31161727,Y31161727_008,SM40C,2025-03-04 23:36
1045503,25220706,Y0COMMON_01,[재고소진 후 1038175사용],2025-03-04 23:36
1045503,25220706,Y0COMMON_02,OIL-THROWER,2025-03-04 23:36
1045503,25220706,Y25220706_007,구동커플링,2025-03-04 23:36
1045503,25220706,Y25220706_997,108*174*3㎜,2025-03-04 23:36
1045506,31161725,Y0COMMON_01,BFC용록크너트,2025-03-04 23:36
1045506,31161725,Y31161725_997,M16,2025-03-04 23:36
1045508,31161613,Y0COMMON_01,볼트,2025-03-04 23:36
1045508,31161613,Y31161613_997,BFC제동통용 고장력 M16*L90*S45,2025-03-04 23:36
1045517,31161807,Y0COMMON_01,평와셔,2025-03-04 23:36
1045517,31161807,Y31161807_997,BOU함취부용 M16,2025-03-04 23:36
1045519,31161690,Y31161690_011,BFC지그용볼트,2025-03-04 23:36
1045519,31161690,Y0COMMON_01,렌치볼트,2025-03-04 23:36
1045519,31161690,Y31161690_997,M8*L65,2025-03-04 23:36
1045521,31161504,Y0COMMON_01,둥근머리나사,2025-03-04 23:36
1045521,31161504,Y31161504_997,M4*L35 출입문장치정비용,2025-03-04 23:36
1045522,31161721,Y0COMMON_01,헬리코일,2025-03-04 23:36
1045522,31161721,Y31161721_997,"M8*1.5D 유분리기,제습기정비용",2025-03-04 23:36
1045523,31161721,Y0COMMON_01,헬리코일,2025-03-04 23:36
1045523,31161721,Y31161721_997,"M10*1.5D 유분리기,제습기정비용",2025-03-04 23:36
1045524,31161721,Y0COMMON_01,헬리코일,2025-03-04 23:36
1045524,31161721,Y31161721_997,"M12*1.5D 유분리기,제습기정비용",2025-03-04 23:36
1045530,31161620,Y31161620_004,M10*L55,2025-03-04 23:36
1045530,31161620,Y0COMMON_01,볼트,2025-03-04 23:36
1045530,31161620,Y31161620_997,제습기조립용,2025-03-04 23:36
1045531,31161620,Y31161620_004,M10*L65,2025-03-04 23:36
1045531,31161620,Y0COMMON_01,볼트,2025-03-04 23:36
1045531,31161620,Y31161620_997,유분리기조립용,2025-03-04 23:36
1045533,31161620,Y31161620_004,M12*L40,2025-03-04 23:36
1045533,31161620,Y0COMMON_01,볼트,2025-03-04 23:36
1063334,25173899,Y25173899_997,지게차용(FX353D),2025-05-02 23:30
1063334,25173899,Y0COMMON_01,엔진오일훨터,2025-05-02 23:30
1012089,25221338,Y0COMMON_01,실린더라이너,2025-05-19 23:30
1048482,39121498,Y39121498_003,케이블접속용,2025-05-19 23:30
1048482,39121498,Y39121498_997,3M(UY2),2025-05-19 23:30
1048482,39121498,Y0COMMON_01,접속커넥터,2025-05-19 23:30
1121731,31161620,Y31161620_997,RS60118-292JC,2025-02-04 23:30
1087129,31211599,Y0COMMON_01,철재구조물내화도료,2025-02-04 23:30
1087129,31211599,Y31211599_010,백색,2025-02-04 23:30
1087129,31211599,Y31211599_997,18L,2025-02-04 23:30
1009047,25221724,Y0COMMON_01,어댑터,2025-02-04 23:30
1009047,25221724,Y0COMMON_03,KRCS B452,2025-02-04 23:30
1009047,25221724,Y0COMMON_05,2244-40070-114342,2025-02-04 23:30
1009047,25221724,Y25221724_007,RCTD용,2025-02-04 23:30
1108656,25250408,Y0COMMON_01,MJ81 밀착쇄정검지기 보호대 첨,2025-02-04 23:30
1108656,25250408,Y25250408_997,"배향분기우측(P4),",2025-02-04 23:30
1108656,25250408,Y25250408_998,"열연강판 10t, 용접 후 용융아연",2025-02-04 23:30
1108658,25250408,Y0COMMON_01,MJ81 밀착쇄정검지기 보호대 크,2025-02-04 23:30
1108658,25250408,Y25250408_997,"배향분기좌측(F2),",2025-02-04 23:30
1108658,25250408,Y25250408_998,"열연강판 10t, 용접 후 용융아연",2025-02-04 23:30
1108660,25250408,Y0COMMON_01,MJ81 밀착쇄정검지기 보호대 크,2025-02-04 23:30
1108660,25250408,Y25250408_997,"배향분기우측(F4),",2025-02-04 23:30
1108660,25250408,Y25250408_998,"열연강판 10t, 용접 후 용융아연",2025-02-04 23:30
1034782,31161690,Y31161690_005,육각,2025-02-04 23:30
1034782,31161690,Y31161690_015,볼트개,2025-02-04 23:30
1034782,31161690,Y31161690_011,팬터그래프용,2025-02-04 23:30
1034782,31161690,Y0COMMON_01,볼트너트와셔,2025-02-04 23:30
1034782,31161690,Y31161690_997,M8*30㎜,2025-02-04 23:30
1122658,25250306,Y0COMMON_01,결로방지형 케이블접속함,2025-02-04 23:30
1122658,25250306,Y0COMMON_02,"22.9kV, BUS형, 1LINE",2025-02-04 23:30
1122658,25250306,Y25250306_011,㎜,2025-02-04 23:30
1122658,25250306,Y25250306_006,1080,2025-02-04 23:30
1122658,25250306,Y25250306_007,㎜,2025-02-04 23:30
1122658,25250306,Y25250306_008,1650,2025-02-04 23:30
1122658,25250306,Y25250306_009,㎜,2025-02-04 23:30
1122658,25250306,Y25250306_010,1100,2025-02-04 23:30
1059458,25250402,Y0COMMON_01,전기전철기간류,2025-02-04 23:30
1059458,25250402,Y0COMMON_02,KRS SG 0029,2025-02-04 23:30
1059458,25250402,Y25250402_997,전기전철기간류 쇄정간 접수,2025-02-04 23:30
1106653,25220911,Y25220911_010,㎜,2025-03-04 23:43
1106653,25220911,Y25220911_011,180,2025-03-04 23:43
1106653,25220911,Y25220911_012,㎜,2025-03-04 23:43
1106653,25220911,Y25220911_013,228.7,2025-03-04 23:43
1106653,25220911,Y25220911_014,㎜,2025-03-04 23:43
1106653,25220911,Y25220911_015,수인선48량,2025-03-04 23:43
1109106,25221009,Y0COMMON_01,전기동차 속도발전기 안전커버,2025-03-04 23:43
1109106,25221009,Y25221009_011,280,2025-03-04 23:43
1109106,25221009,Y25221009_012,MM,2025-03-04 23:43
1109106,25221009,Y25221009_013,135,2025-03-04 23:43
1109106,25221009,Y25221009_014,MM,2025-03-04 23:43
1109106,25221009,Y25221009_015,238,2025-03-04 23:43
1109106,25221009,Y25221009_016,MM,2025-03-04 23:43
1109106,25221009,Y25221009_997,RBB23115AA1,2025-03-04 23:43
1116771,25221912,Y0COMMON_01,주전력변환장치 IGBT 모듈,2025-03-04 23:43
1116771,25221912,Y25221912_014,1,2025-03-04 23:43
1116771,25221912,Y25221912_997,74칸 예비품,2025-03-04 23:43
1116771,25221912,Y25221912_009,-,2025-03-04 23:43
1116771,25221912,Y25221912_010,1,2025-03-04 23:43
1116771,25221912,Y25221912_011,-,2025-03-04 23:43
1116771,25221912,Y25221912_012,1,2025-03-04 23:43
1116771,25221912,Y25221912_013,-,2025-03-04 23:43
1116772,25221806,Y0COMMON_01,견인전동기,2025-03-04 23:43
1116772,25221806,Y25221806_009,-,2025-03-04 23:43
1116772,25221806,Y25221806_010,1,2025-03-04 23:43
1116772,25221806,Y25221806_011,-,2025-03-04 23:43
1116772,25221806,Y25221806_012,1,2025-03-04 23:43
1116772,25221806,Y25221806_013,-,2025-03-04 23:43
1116772,25221806,Y25221806_014,1,2025-03-04 23:43
1116772,25221806,Y25221806_997,74칸 예비품,2025-03-04 23:43
1116773,25221906,Y0COMMON_01,보조전원장치 조립체,2025-03-04 23:43
1116773,25221906,Y25221906_997,74칸 예비품,2025-03-04 23:43
1116774,25221906,Y0COMMON_01,보조전원장치 IGBT 모듈,2025-03-04 23:43
1116774,25221906,Y25221906_997,74칸 예비품,2025-03-04 23:43
1116775,25220907,Y0COMMON_01,공기조화장치,2025-03-04 23:43
1116775,25220907,Y25220907_997,74칸 예비품,2025-03-04 23:43
1116779,25221515,Y0COMMON_01,제동제어장치조립체,2025-03-04 23:43
1116779,25221515,Y25221515_997,74칸 예비품,2025-03-04 23:43
1116779,25221515,Y25221515_009,-,2025-03-04 23:43
1116779,25221515,Y25221515_010,1,2025-03-04 23:43
1116779,25221515,Y25221515_011,-,2025-03-04 23:43
1116779,25221515,Y25221515_012,1,2025-03-04 23:43
1116779,25221515,Y25221515_013,-,2025-03-04 23:43
1116779,25221515,Y25221515_014,1,2025-03-04 23:43
1116780,25221515,Y0COMMON_01,제동전자제어유니트,2025-03-04 23:43
1116780,25221515,Y25221515_997,74칸 예비품,2025-03-04 23:43
1116780,25221515,Y25221515_009,-,2025-03-04 23:43
1116780,25221515,Y25221515_010,1,2025-03-04 23:43
1116780,25221515,Y25221515_011,-,2025-03-04 23:43
1116780,25221515,Y25221515_012,1,2025-03-04 23:43
1116780,25221515,Y25221515_013,-,2025-03-04 23:43
1095788,25220205,Y0COMMON_01,P4A분배변,2025-04-23 23:30
1095788,25220205,Y0COMMON_07,FCB-113(4번제외),2025-04-23 23:30
1095788,25220205,Y25220205_001,GC200,2025-04-23 23:30
1095788,25220205,Y25220205_997,170*300㎜,2025-04-23 23:30
1123276,25221210,Y0COMMON_02,84B529378P6,2025-05-13 23:30
1088609,40141604,Y40141604_997,사용압력범위0.5~10㎏/㎠,2025-05-13 23:30
1088609,40141604,Y40141604_998,(안전 인증품),2025-05-13 23:30
1088609,40141604,Y0COMMON_01,안전밸브 공압용/황동,2025-05-13 23:30
1088609,40141604,Y0COMMON_02,10㎏f/㎠ 일반고리형 PT1/2,2025-05-13 23:30
1117346,39121001,Y39121001_997,큐비클 제외,2025-05-13 23:30
1117346,39121001,Y39121001_001,22.9,2025-05-13 23:30
1117346,39121001,Y39121001_002,KV,2025-05-13 23:30
1117346,39121001,Y39121001_003,380/220,2025-05-13 23:30
1117346,39121001,Y39121001_004,V,2025-05-13 23:30
1117346,39121001,Y39121001_007,삼상,2025-05-13 23:30
1117346,39121001,Y39121001_010,50,2025-05-13 23:30
1117346,39121001,Y39121001_011,KVA,2025-05-13 23:30
1117346,39121001,Y0COMMON_01,몰드변압기,2025-05-13 23:30
1117346,39121001,Y0COMMON_03,KRCS C099,2025-05-13 23:30
1105885,39121001,Y39121001_013, ,2025-05-13 23:30
1105885,39121001,Y39121001_997,최저소비효율,2025-05-13 23:30
1105885,39121001,Y39121001_998,옥외형,2025-05-13 23:30
1105885,39121001,Y39121001_999,안전경보 부착형,2025-05-13 23:30
1105885,39121001,Y39121001_001,22.9,2025-05-13 23:30
1105885,39121001,Y39121001_002,KV,2025-05-13 23:30
1105885,39121001,Y39121001_003,380/220,2025-05-13 23:30
1105885,39121001,Y39121001_004,V,2025-05-13 23:30
1105885,39121001,Y39121001_005, ,2025-05-13 23:30
1105885,39121001,Y39121001_006, ,2025-05-13 23:30
1105885,39121001,Y39121001_007,3상,2025-05-13 23:30
1105885,39121001,Y39121001_008, ,2025-05-13 23:30
1105885,39121001,Y39121001_009,F종,2025-05-13 23:30
1105885,39121001,Y39121001_010,50,2025-05-13 23:30
1105885,39121001,Y39121001_011,KVA,2025-05-13 23:30
1105885,39121001,Y39121001_012, ,2025-05-13 23:30
1105885,39121001,Y0COMMON_01,몰드변압기,2025-05-13 23:30
1105885,39121001,Y0COMMON_02, ,2025-05-13 23:30
1105885,39121001,Y0COMMON_03,KRCS C099,2025-05-13 23:30
1105885,39121001,Y0COMMON_04, ,2025-05-13 23:30
1105885,39121001,Y0COMMON_05, ,2025-05-13 23:30
1105885,39121001,Y0COMMON_06, ,2025-05-13 23:30
1105885,39121001,Y0COMMON_07, ,2025-05-13 23:30
1085617,25221012,Y0COMMON_01,"KTX-산천,호남 동력대차용 속도",2025-05-13 23:30
1085617,25221012,Y0COMMON_05,MAP02211,2025-05-13 23:30
1085617,25221012,Y25221012_997,PHS7-6C,2025-05-13 23:30
1085617,25221012,Y25221012_998,BS173008,2025-05-13 23:30
1104793,39121011,Y39121011_019,㎜,2025-05-13 23:30
1104793,39121011,Y39121011_020,465,2025-05-13 23:30
1104793,39121011,Y39121011_021,㎜,2025-05-13 23:30
1104793,39121011,Y39121011_997,출력단 차단기 부착,2025-05-13 23:30
1104793,39121011,Y39121011_998,TOWER 타입,2025-05-13 23:30
1104793,39121011,Y39121011_005,단상 220,2025-05-13 23:30
1104793,39121011,Y39121011_006,V,2025-05-13 23:30
1104793,39121011,Y39121011_007,2,2025-05-13 23:30
1122211,25220881,Y0COMMON_01,KTX-청룡 사이드커버 스커트,2025-04-16 23:30
1122211,25220881,Y25220881_997,2794MM,2025-04-16 23:30
1122211,25220881,Y25220881_998,RMU80803FX0,2025-04-16 23:30
1042780,40142396,Y40142396_006,Ø100,2025-05-08 23:30
1042780,40142396,Y0COMMON_01,PVC파이프이음관,2025-05-08 23:30
1008125,25222110,Y0COMMON_01,전기동차디스크,2025-05-08 23:30
1008125,25222110,Y0COMMON_02,KRS BR0003-13R,2025-05-08 23:30
1068179,25221648,Y0COMMON_01,오일필터,2025-05-08 23:30
1068179,25221648,Y25221648_001,310948 0007 L 003 P,2025-05-08 23:30
1068179,25221648,Y25221648_007,가트용,2025-05-08 23:30
1020970,25250101,Y0COMMON_01,건널목경보기,2025-07-02 23:30
1119538,25222305,Y0COMMON_01,서해금빛열차 의자 커버지 교체,2025-07-02 23:30
1119538,25222305,Y0COMMON_03,KRCS 23009,2025-07-02 23:30
1085735,25221013,Y0COMMON_01,2차 공기현수장치 조립체,2025-07-02 23:30
1085735,25221013,Y25221013_005,단부대차용,2025-07-02 23:30
